RETOUR	AGE	INCOME	SEX	MARRIED	FICO	OWNHOME	LOC	BUY6	BUY12	BUY18	VALUE24	COA6	fin
OUI	49	73	F	1	708	0	B	0	0	1	349	0	0
NON	26	68	M	0	666	0	B	0	0	0	167	0	0
OUI	34	70	M	0	683	0	B	0	0	0	167	0	0
NON	49	58	F	1	732	0	B	1	1	1	126	0	0
OUI	44	33	F	1	685	0	B	0	0	1	399	0	0
NON	55	18	M	0	684	1	B	0	0	0	166	0	0
NON	49	51	F	0	718	1	B	0	0	0	211	0	0
OUI	46	68	F	1	694	0	B	0	0	1	530	0	0
NON	53	60	F	1	696	0	B	0	0	0	162	0	0
NON	58	67	M	1	673	0	B	0	0	0	456	0	0
NON	48	30	F	1	678	0	B	0	0	0	71	0	0
OUI	43	16	M	1	669	0	B	0	0	1	152	0	0
NON	54	88	M	1	680	0	B	0	0	0	252	0	0
NON	40	53	F	1	670	0	B	0	0	0	101	0	0
NON	35	57	M	0	644	1	B	0	0	0	251	0	0
NON	65	58	M	0	673	0	B	0	0	0	180	0	0
OUI	49	58	M	1	667	0	B	0	0	0	103	0	0
NON	54	34	M	0	711	0	B	0	0	0	242	0	0
NON	49	76	M	1	692	0	B	0	0	0	190	0	0
OUI	18	36	M	0	727	0	B	0	0	0	100	0	0
NON	49	66	M	0	687	0	B	0	0	0	71	0	0
NON	50	16	F	1	675	0	B	0	0	0	222	0	0
NON	43	48	M	1	708	0	B	0	0	0	101	0	0
NON	51	71	F	0	682	0	B	0	0	0	403	0	0
NON	54	71	M	1	694	0	B	1	1	1	296	0	0
OUI	40	51	M	1	671	0	B	0	0	2	490	0	0
NON	55	52	F	1	692	0	B	0	0	0	195	0	0
NON	37	31	F	0	693	0	B	1	1	1	492	0	0
OUI	41	77	M	1	694	0	B	0	0	0	200	0	0
NON	40	55	F	1	662	0	B	0	0	0	196	0	0
OUI	43	46	F	1	694	1	B	1	1	1	489	0	0
NON	39	35	F	0	684	0	B	0	0	0	119	0	0
NON	36	55	M	0	689	0	B	0	0	0	92	0	0
OUI	38	57	F	0	697	0	B	0	0	0	246	0	0
NON	43	70	F	1	694	0	B	0	0	0	248	0	0
NON	49	66	F	1	660	0	B	0	0	0	165	0	0
NON	35	38	M	0	699	1	B	0	0	0	231	0	0
OUI	41	55	F	1	737	1	B	0	0	0	128	0	0
NON	44	80	M	1	715	0	B	0	0	0	175	0	0
NON	60	36	F	1	690	0	B	0	0	0	256	0	0
NON	46	57	F	1	707	1	B	1	1	1	133	0	0
NON	45	51	F	1	654	1	B	0	1	1	249	0	0
NON	44	31	M	1	681	0	B	0	1	2	739	0	0
NON	34	33	F	0	712	0	B	0	0	0	165	0	0
NON	31	42	M	0	696	0	B	0	0	0	63	0	0
NON	57	67	M	1	690	0	B	0	0	1	515	0	0
OUI	46	50	M	1	660	0	B	0	1	1	331	0	0
NON	45	54	M	1	703	0	B	0	0	0	183	0	0
NON	52	48	F	1	656	0	B	1	1	2	286	0	0
NON	47	34	M	0	714	0	B	0	0	0	77	0	0
NON	25	25	M	0	651	0	B	0	0	0	67	0	0
NON	39	54	M	0	664	1	B	1	1	1	246	0	0
NON	39	18	F	1	714	0	B	0	0	0	91	0	0
NON	43	20	F	1	700	0	B	0	0	1	125	0	0
NON	43	50	F	1	693	1	B	0	0	0	66	0	0
NON	49	47	F	0	683	0	B	0	0	0	168	0	0
NON	38	54	F	0	706	0	B	0	0	0	202	0	0
NON	51	57	M	1	697	0	B	1	1	1	262	0	0
NON	45	45	F	1	745	1	B	1	1	1	459	0	0
NON	48	38	M	1	657	1	B	0	0	0	228	0	0
NON	40	18	F	1	721	1	B	0	0	0	124	0	0
NON	53	30	F	1	752	0	B	1	1	1	310	0	0
NON	43	68	M	0	689	0	B	0	0	0	232	0	0
NON	42	69	M	0	709	0	B	0	0	0	106	0	0
NON	33	46	F	0	672	1	B	0	0	0	89	0	0
NON	34	32	M	1	691	1	B	0	1	2	231	0	0
NON	54	40	M	1	701	0	B	0	0	0	157	0	0
NON	45	68	F	0	719	0	B	0	0	0	226	0	0
NON	44	41	M	0	727	0	B	0	1	1	370	0	0
NON	41	33	F	1	741	0	B	0	0	1	365	0	0
OUI	45	36	F	1	676	0	B	0	0	0	179	0	0
NON	34	69	M	0	708	0	B	0	0	0	84	0	0
NON	53	34	M	1	687	0	B	0	0	0	75	0	0
NON	62	19	M	0	698	1	B	0	0	0	73	0	0
NON	46	49	M	1	673	0	B	1	1	2	556	0	0
NON	57	57	F	1	634	1	B	0	1	1	635	0	0
NON	46	71	F	1	710	1	B	1	2	2	690	0	0
NON	37	71	F	0	682	0	B	1	1	1	378	0	0
OUI	38	19	M	0	713	1	B	0	0	0	96	0	0
NON	60	66	F	1	724	0	B	0	0	0	237	0	0
NON	31	28	M	0	691	0	B	0	0	0	145	0	0
NON	37	65	M	0	665	0	B	0	1	1	308	0	0
OUI	33	42	M	0	700	0	B	0	0	0	71	1	0
NON	26	44	M	0	722	0	B	1	1	2	199	0	0
NON	53	48	M	1	679	0	B	1	1	3	304	0	0
NON	49	40	M	0	683	0	B	1	1	1	237	0	0
NON	40	56	M	1	683	0	B	0	0	0	244	0	0
NON	40	22	M	1	691	0	B	0	0	0	73	0	0
NON	37	73	F	0	692	0	B	0	0	1	442	0	0
NON	47	24	F	1	694	0	B	0	0	1	273	0	0
NON	49	64	M	1	692	0	B	1	1	1	258	0	0
NON	44	32	F	1	671	0	B	0	0	0	115	0	0
NON	52	33	F	1	676	0	B	0	0	0	146	0	0
OUI	35	55	M	0	714	0	B	0	0	0	252	0	0
NON	53	53	F	0	686	0	B	0	0	0	196	0	0
NON	51	51	M	1	703	0	B	0	0	0	403	0	0
NON	61	33	M	1	688	0	B	0	0	0	91	0	0
NON	43	40	F	1	691	1	B	0	0	0	224	0	0
NON	41	62	M	1	719	0	B	0	0	1	367	0	0
NON	46	32	F	1	738	0	B	0	0	1	488	0	0
OUI	30	37	F	0	639	0	B	0	0	1	373	0	0
NON	42	57	F	1	735	0	B	1	2	2	556	0	0
NON	48	16	F	0	684	0	B	0	0	0	86	0	0
NON	36	61	M	0	662	0	B	0	0	0	218	0	0
NON	37	56	F	0	734	0	B	0	0	0	140	0	0
NON	29	68	F	0	739	0	B	1	1	2	619	0	0
NON	41	30	F	1	704	0	B	0	0	0	194	0	0
NON	35	45	F	1	699	0	B	0	0	0	86	0	0
NON	58	58	M	1	752	1	B	0	0	0	237	0	0
NON	53	55	F	1	691	0	B	1	1	1	324	1	0
NON	49	45	F	1	721	1	B	0	0	0	250	0	0
NON	43	33	M	1	718	0	B	0	0	0	227	0	0
NON	57	56	F	0	733	0	B	0	0	0	220	0	0
NON	43	69	M	0	668	0	B	0	0	0	236	0	0
NON	31	52	F	0	627	0	B	0	0	0	163	0	0
NON	35	71	M	0	678	0	B	0	0	0	208	0	0
NON	37	76	M	0	712	0	B	0	0	0	253	0	0
NON	43	32	F	1	691	0	B	0	0	1	499	0	0
NON	43	70	M	1	657	0	B	1	1	1	427	0	0
OUI	46	33	F	1	670	0	B	0	0	0	147	0	0
NON	54	31	F	1	701	0	B	0	1	1	266	0	0
NON	53	49	M	0	677	0	B	0	0	0	221	0	0
NON	45	79	F	1	710	0	B	0	0	0	142	0	0
OUI	51	65	M	0	648	0	B	0	0	0	225	0	0
NON	54	35	F	1	736	0	B	0	0	1	352	0	0
OUI	59	73	F	1	649	0	B	0	0	0	68	0	0
NON	40	66	M	1	698	0	B	0	0	0	91	0	0
NON	51	53	M	0	702	0	B	0	0	0	176	0	0
NON	58	78	M	1	661	0	B	0	0	0	138	0	0
OUI	58	31	M	1	693	0	B	0	0	0	246	0	0
NON	53	55	M	1	707	0	B	0	0	0	193	0	0
OUI	46	66	M	1	757	0	B	0	0	0	244	0	0
NON	46	66	M	1	718	0	B	0	0	0	215	0	0
OUI	45	44	F	1	735	0	B	0	0	0	198	0	0
NON	53	65	M	0	688	0	B	0	0	0	175	0	0
NON	42	51	M	1	680	0	B	0	0	0	82	0	0
OUI	42	54	F	1	685	0	B	0	0	0	98	0	0
NON	38	32	M	0	699	0	B	0	0	0	254	0	0
OUI	43	53	M	1	661	0	B	0	0	0	231	0	0
NON	53	17	M	1	701	0	B	0	0	0	118	0	0
OUI	52	51	M	1	644	0	B	1	1	1	138	0	0
NON	28	46	M	0	640	1	B	0	0	0	254	0	0
NON	51	54	M	1	714	0	B	0	0	0	395	0	0
NON	61	41	F	1	665	0	B	0	0	0	152	0	0
OUI	37	67	F	0	687	0	B	0	0	1	383	0	0
NON	44	34	F	1	752	0	B	0	0	1	412	0	0
NON	72	54	F	1	688	0	B	0	0	0	95	0	0
NON	50	68	F	1	659	0	B	0	0	0	254	0	0
OUI	42	24	M	1	702	0	B	0	1	1	293	0	0
NON	41	54	M	1	658	0	B	0	0	0	188	0	0
NON	47	37	F	1	673	0	B	0	0	0	321	0	0
NON	38	77	M	0	680	0	B	0	0	1	271	0	0
NON	38	68	M	1	766	0	C	0	0	0	246	0	0
NON	47	67	M	0	671	1	C	0	1	1	750	0	0
NON	45	55	M	1	699	0	C	0	0	0	114	0	0
OUI	34	28	F	0	736	1	C	0	0	0	222	0	0
NON	58	58	M	1	702	1	C	0	0	0	119	0	0
NON	60	31	M	1	685	0	C	0	0	1	796	0	0
NON	70	40	M	0	760	0	C	0	0	0	195	0	0
NON	35	40	M	0	687	0	C	0	0	0	255	0	0
NON	56	30	F	1	684	0	C	0	0	0	263	0	0
NON	35	60	M	0	664	0	C	0	1	1	417	0	0
NON	53	40	M	0	719	1	C	0	0	0	144	0	0
NON	21	53	F	0	688	0	C	0	0	0	106	0	0
NON	25	91	F	0	686	0	C	1	1	1	288	0	0
NON	58	62	M	1	621	0	C	0	0	1	319	0	0
OUI	46	67	M	1	719	0	C	0	0	0	152	0	0
NON	45	41	M	1	694	1	C	0	0	1	301	0	0
NON	49	55	F	0	696	0	C	0	0	0	233	0	0
NON	30	31	M	0	663	0	C	0	0	0	111	0	0
NON	50	20	M	1	696	0	C	0	0	1	183	0	0
NON	70	40	M	0	683	0	C	0	0	0	568	0	0
OUI	56	16	M	0	655	0	C	1	1	1	407	0	0
OUI	38	60	F	0	731	0	C	0	0	0	102	0	0
OUI	43	59	M	1	676	0	C	0	0	1	235	0	0
NON	38	32	F	0	737	1	C	0	1	1	182	0	0
OUI	57	25	F	1	680	1	C	0	0	0	248	0	0
NON	26	19	F	1	731	1	C	0	0	0	188	0	0
OUI	48	38	M	1	685	1	C	0	0	0	195	0	0
NON	40	43	F	0	721	1	C	1	1	2	685	0	0
NON	36	50	M	0	667	0	C	0	0	0	141	0	0
NON	26	67	M	0	730	0	C	0	0	0	218	0	0
NON	46	31	F	0	731	0	C	0	0	0	181	0	0
NON	54	21	F	1	638	0	C	0	0	0	178	0	0
OUI	49	65	M	1	687	0	C	1	1	1	323	0	0
NON	35	57	M	0	671	0	C	0	0	0	251	0	0
OUI	49	53	M	1	714	0	C	0	0	0	232	0	0
OUI	44	63	F	1	705	0	C	0	0	0	262	0	0
NON	46	46	M	1	708	0	C	0	0	0	369	0	0
NON	35	70	F	0	670	0	C	0	0	0	137	0	0
NON	47	38	M	1	724	0	C	0	0	1	373	0	0
NON	33	67	M	0	717	1	C	0	0	0	160	0	0
NON	34	25	M	0	700	0	C	1	1	1	752	0	0
NON	48	49	M	1	718	0	C	0	0	0	109	0	0
NON	67	46	F	1	677	1	C	0	0	0	264	0	0
NON	45	71	M	1	739	1	C	0	0	0	277	0	0
OUI	38	47	F	0	700	0	C	0	0	0	247	0	0
NON	45	59	M	1	706	0	C	1	1	1	193	0	0
NON	51	21	M	1	763	0	C	0	0	0	205	0	0
NON	51	45	M	1	698	0	C	0	0	0	153	0	0
OUI	53	30	M	1	693	0	C	0	0	0	112	0	0
NON	36	19	M	0	700	0	C	0	0	0	228	0	0
NON	40	64	M	1	744	1	C	0	0	0	239	0	0
NON	40	50	M	1	698	0	C	0	0	0	219	0	0
NON	38	33	M	0	622	0	C	0	0	0	158	0	0
NON	48	36	M	1	661	0	C	0	0	0	126	0	0
NON	54	32	F	1	706	0	C	0	0	1	568	0	0
NON	46	47	M	1	671	1	C	0	0	0	210	0	0
NON	70	47	F	1	701	0	C	0	0	0	185	0	0
OUI	56	57	F	1	701	0	C	0	0	1	451	0	0
NON	40	20	M	1	678	0	C	0	0	0	171	0	0
NON	28	61	F	1	721	0	C	0	0	0	225	1	0
NON	56	46	M	0	750	1	C	0	0	0	155	0	0
NON	46	37	F	1	686	1	C	0	0	0	225	0	0
OUI	54	16	F	1	587	0	C	0	0	0	219	0	0
NON	45	40	F	1	706	1	C	0	0	0	224	0	0
NON	50	36	M	1	716	1	C	0	0	0	87	0	0
OUI	55	49	M	1	729	0	C	0	1	1	255	0	0
OUI	20	56	F	0	751	0	C	0	0	2	336	0	0
NON	28	25	M	0	659	0	C	0	0	0	100	0	0
NON	49	37	F	1	698	0	C	0	0	0	205	0	0
NON	67	30	M	0	709	0	C	0	0	0	121	0	0
NON	50	49	M	1	741	0	C	0	0	0	151	0	0
NON	73	33	F	0	720	0	C	0	0	0	195	0	0
NON	33	37	M	0	696	1	C	0	0	0	219	0	0
OUI	28	52	F	1	700	1	C	0	0	0	244	0	0
OUI	42	16	F	1	679	0	C	0	0	0	217	0	0
NON	63	54	F	1	651	1	C	0	0	0	186	0	0
NON	62	53	F	1	655	0	C	1	1	1	317	0	0
OUI	28	23	F	0	701	1	C	0	0	0	244	0	0
NON	39	49	M	0	707	0	C	0	0	0	97	0	0
NON	26	50	F	0	647	0	C	1	1	1	327	0	0
OUI	48	23	M	1	590	0	C	0	1	1	474	0	0
NON	70	55	M	1	683	0	C	0	0	0	142	0	0
NON	74	20	F	0	685	0	C	0	0	0	189	0	0
OUI	47	23	M	0	703	0	C	1	1	1	821	0	0
NON	30	40	F	0	643	1	C	0	0	1	506	0	0
NON	52	17	M	1	634	0	C	1	1	1	725	0	0
NON	44	29	F	1	706	1	C	1	1	1	534	0	0
NON	39	21	F	0	715	1	C	0	0	0	103	0	0
NON	41	37	M	1	703	0	C	0	0	0	257	0	0
NON	26	76	M	0	653	0	C	0	0	0	116	0	0
OUI	58	67	M	1	705	0	C	0	1	1	231	0	0
NON	53	35	F	1	696	0	C	0	0	0	221	0	0
NON	59	40	M	1	665	0	C	0	0	0	227	0	0
NON	43	60	M	0	699	0	C	0	0	0	91	0	0
NON	47	45	M	1	718	1	C	0	0	0	138	0	0
NON	51	45	M	1	683	1	C	0	0	0	147	0	0
NON	49	29	F	1	665	1	C	0	1	2	277	0	0
NON	54	64	F	1	639	0	C	1	1	1	503	0	0
OUI	44	33	F	0	675	0	C	0	0	0	120	0	0
OUI	36	43	F	1	696	1	C	1	1	1	487	0	0
NON	36	54	M	0	682	0	C	0	0	0	120	0	0
NON	44	73	F	1	706	0	C	1	1	1	830	0	0
NON	28	53	M	0	683	1	C	0	0	0	437	0	0
NON	46	29	M	1	701	0	C	0	0	0	245	0	0
NON	71	16	M	1	688	1	C	0	0	0	216	0	0
NON	36	43	F	0	676	0	C	0	0	1	427	0	0
NON	21	54	M	0	637	0	C	0	1	1	292	0	0
NON	57	56	M	0	687	0	C	0	0	0	192	0	0
OUI	36	50	M	0	686	0	C	0	1	1	549	0	0
NON	43	23	M	1	643	0	C	0	0	0	281	0	0
OUI	44	57	M	0	715	0	C	0	0	1	342	0	0
NON	38	69	M	0	688	0	C	1	1	1	345	0	0
NON	29	67	M	0	699	0	C	0	0	0	215	0	0
NON	55	58	F	1	659	0	C	1	1	1	548	0	0
NON	52	17	F	1	673	0	C	0	0	1	264	0	0
NON	48	46	F	1	655	1	C	0	0	1	486	0	0
NON	55	57	F	1	726	0	C	0	0	0	177	0	0
OUI	38	57	M	0	697	0	C	0	0	0	515	0	0
NON	46	51	M	0	703	0	C	0	0	0	118	0	0
OUI	58	62	F	1	704	0	C	0	0	0	246	0	0
NON	24	61	F	0	674	0	C	0	0	1	248	0	0
NON	43	48	M	0	620	0	C	0	0	0	272	0	0
NON	56	57	F	0	684	0	C	0	0	0	124	0	0
NON	38	43	M	1	685	1	C	0	0	0	235	0	0
NON	44	28	F	0	679	1	C	0	0	0	132	0	0
NON	53	55	M	1	718	0	C	0	0	0	263	0	0
NON	54	40	F	1	660	0	C	1	1	1	376	0	0
OUI	62	62	F	1	681	0	C	0	0	0	177	0	0
OUI	64	47	F	1	702	1	C	0	0	0	167	0	0
OUI	36	32	F	0	726	0	C	0	1	1	487	0	0
OUI	60	52	F	1	700	0	C	0	0	0	418	0	0
NON	39	57	M	0	700	0	C	0	0	0	123	0	0
NON	38	46	M	0	705	0	C	0	0	0	174	0	0
OUI	30	54	M	0	671	0	C	0	0	0	112	0	0
NON	49	43	M	1	682	0	C	0	1	1	429	0	0
NON	51	35	M	0	708	1	C	0	0	0	101	0	0
NON	33	45	M	0	739	0	C	0	0	0	176	1	0
NON	29	54	M	0	687	1	C	0	0	0	437	0	0
NON	32	39	M	0	683	1	C	0	0	0	283	0	0
OUI	66	38	M	1	720	0	C	0	0	0	211	0	0
NON	48	46	M	1	680	0	C	0	1	1	194	0	0
NON	47	57	F	1	698	0	C	0	0	0	244	0	0
OUI	56	52	M	1	703	1	C	0	0	0	250	0	0
NON	35	63	M	0	613	0	C	0	0	0	214	0	0
NON	52	43	F	1	671	0	C	0	0	0	139	0	0
NON	64	65	M	1	697	0	C	0	0	0	166	0	0
NON	55	29	F	0	585	0	C	1	1	1	432	0	0
NON	61	53	F	0	707	1	C	0	0	0	141	0	0
NON	22	20	F	0	657	0	C	0	0	1	245	1	0
NON	43	43	F	1	704	0	C	1	1	1	560	0	0
NON	49	58	F	1	668	0	C	0	0	0	215	0	0
OUI	47	52	M	1	657	0	C	0	0	0	246	0	0
NON	51	18	M	1	691	0	C	0	0	0	236	0	0
OUI	40	78	M	1	693	1	C	0	0	0	190	0	0
NON	26	44	F	1	642	0	C	0	0	0	86	0	0
NON	43	73	F	1	683	0	C	1	1	1	194	0	0
NON	39	37	F	0	684	0	C	0	0	0	381	0	0
NON	39	73	M	0	687	0	C	0	0	0	143	0	0
NON	36	52	M	0	684	0	C	0	0	0	99	0	0
NON	38	50	M	0	684	0	C	0	0	0	337	0	0
NON	33	34	F	0	693	0	C	0	0	0	175	0	0
NON	71	37	M	1	652	0	C	0	0	0	172	0	0
NON	55	47	F	1	697	0	C	0	0	0	275	0	0
NON	44	62	F	1	686	0	C	0	0	0	264	0	0
NON	30	63	F	1	682	0	C	0	1	1	554	0	0
NON	49	41	M	0	673	0	C	0	0	0	177	0	0
NON	33	39	F	0	689	0	C	0	0	0	270	0	0
NON	48	41	M	0	681	0	C	0	0	1	436	0	0
NON	63	53	F	1	757	0	C	0	0	1	308	0	0
NON	50	34	F	0	706	0	C	0	0	0	171	0	0
NON	32	64	F	0	706	1	C	0	0	0	258	0	0
NON	48	38	M	1	731	0	C	0	0	0	163	0	0
NON	41	45	F	0	726	1	C	0	0	1	469	0	0
NON	54	37	M	0	681	1	C	1	1	1	505	0	0
NON	41	59	F	1	685	0	C	0	0	1	517	0	0
NON	60	46	F	1	680	1	C	0	0	0	269	0	0
NON	42	69	M	1	746	1	C	1	1	1	783	0	0
NON	73	46	F	0	739	1	C	0	0	0	232	0	0
NON	35	37	M	0	710	0	C	0	0	0	215	0	0
OUI	42	32	F	1	701	1	C	0	0	0	240	0	0
NON	47	64	M	1	629	0	C	1	1	1	241	0	0
NON	29	38	F	0	715	1	C	0	0	0	270	0	0
NON	53	39	M	0	680	0	C	0	0	0	145	0	0
OUI	42	60	F	0	705	1	C	0	0	0	182	0	0
NON	47	56	M	1	737	0	C	0	0	0	98	0	0
NON	32	68	F	1	702	1	C	0	0	0	265	0	0
OUI	64	31	F	1	684	1	C	0	0	0	91	0	0
NON	49	38	M	1	696	1	C	0	0	0	275	0	0
OUI	38	50	F	0	716	1	C	0	0	0	176	0	0
NON	56	26	M	1	728	1	C	0	0	0	253	0	0
NON	41	32	F	1	676	0	C	0	0	0	270	0	0
OUI	41	44	F	1	714	0	C	0	0	0	156	0	0
NON	32	20	M	0	701	0	C	0	1	1	336	0	0
NON	53	39	F	1	699	1	C	0	1	1	354	0	0
NON	53	71	F	0	763	0	C	0	0	0	95	0	0
OUI	44	56	F	1	740	0	C	0	0	0	229	0	0
OUI	49	38	F	1	693	1	C	0	0	0	182	0	0
NON	50	47	M	1	741	0	C	0	0	0	171	1	0
NON	26	53	F	1	723	1	C	0	1	2	256	0	0
NON	69	58	M	1	664	0	C	0	0	0	194	0	0
NON	55	57	M	1	681	0	C	0	0	1	534	0	0
OUI	55	51	F	1	660	0	C	0	0	1	264	0	0
NON	44	22	F	1	701	0	C	0	0	0	162	0	0
OUI	52	64	M	1	735	1	C	0	0	0	192	0	0
NON	37	41	M	0	660	0	C	1	1	1	178	0	0
NON	34	61	M	0	684	1	C	0	0	0	147	0	0
NON	56	28	F	0	670	1	C	0	0	0	164	1	0
NON	51	31	F	1	735	1	C	0	0	0	204	0	0
OUI	59	46	F	1	706	0	C	0	0	0	146	0	0
NON	33	38	F	0	614	0	C	1	1	1	517	0	0
NON	39	62	M	0	659	0	C	0	0	0	237	0	0
NON	50	50	M	1	665	0	C	0	1	1	548	0	0
NON	35	45	F	0	723	0	C	0	0	1	289	0	0
NON	21	58	M	0	708	0	C	0	0	0	284	1	0
OUI	33	53	M	0	691	0	C	0	0	0	205	1	0
NON	46	27	M	1	737	0	C	0	0	0	180	0	0
NON	43	65	M	1	680	0	C	0	0	0	265	0	0
NON	42	37	M	0	670	0	C	0	0	0	119	0	0
NON	34	43	F	0	697	0	C	0	0	0	194	0	0
NON	28	38	F	0	658	0	C	0	0	1	473	0	0
NON	44	21	M	0	655	0	C	0	0	0	228	0	0
NON	64	67	M	1	638	0	C	0	0	0	209	0	0
OUI	33	54	M	0	694	0	C	0	0	0	265	0	0
NON	38	36	F	0	656	1	C	0	0	0	203	0	0
NON	36	44	F	1	726	0	C	0	0	0	92	0	0
NON	36	39	M	0	719	1	C	0	0	0	238	0	0
NON	44	47	F	1	717	0	C	1	2	2	441	0	0
NON	49	44	M	1	670	0	C	0	1	1	282	0	0
NON	46	78	M	1	659	0	C	0	0	0	107	0	0
NON	47	19	M	1	674	0	C	0	0	0	214	0	0
NON	40	18	M	1	682	0	C	0	0	0	179	0	0
OUI	67	58	M	1	761	0	C	0	0	1	314	0	0
NON	34	39	F	0	740	1	C	0	0	0	165	0	0
NON	34	27	F	1	708	1	C	0	1	1	395	0	0
NON	32	37	M	0	672	1	C	0	0	0	99	0	0
NON	49	41	M	1	664	1	C	0	0	0	126	0	0
OUI	46	62	M	1	759	1	C	0	0	0	183	0	0
NON	39	38	F	0	699	1	C	0	1	1	532	0	0
NON	41	41	F	1	659	0	C	0	0	1	433	0	0
OUI	31	71	M	1	647	1	C	0	0	1	516	0	0
NON	39	40	M	0	687	0	C	0	0	0	264	0	0
OUI	73	25	M	1	671	0	C	0	0	0	217	0	0
NON	61	50	F	0	699	0	C	1	2	2	811	0	0
NON	33	40	M	0	675	0	C	0	0	0	230	1	0
OUI	38	38	M	0	695	1	C	0	0	0	169	0	0
NON	41	23	M	1	673	0	C	0	0	1	253	0	0
NON	35	49	F	0	701	0	C	0	0	0	224	0	0
OUI	35	49	M	0	709	0	C	0	0	0	134	0	0
NON	23	36	F	0	708	1	C	0	0	0	143	0	0
NON	73	51	M	1	714	1	C	0	0	0	164	0	0
NON	40	53	M	0	674	0	C	0	0	0	270	0	0
OUI	66	27	F	1	682	1	C	0	0	0	178	0	0
OUI	49	87	F	1	700	0	C	0	0	0	112	0	0
OUI	21	45	M	0	693	1	C	0	0	0	244	0	0
OUI	45	43	M	1	715	1	C	1	1	2	620	0	0
NON	57	21	M	1	685	1	C	0	0	0	142	0	0
OUI	57	69	F	1	653	0	C	1	1	1	545	0	0
NON	32	29	F	0	668	0	C	0	0	0	149	0	0
NON	52	58	F	1	632	0	C	0	0	0	217	0	0
NON	41	59	F	1	690	0	C	0	0	0	471	0	0
NON	45	34	M	1	646	0	C	0	0	0	175	0	0
NON	33	41	F	0	700	1	C	0	0	0	169	0	0
NON	41	39	M	1	704	1	C	0	0	0	263	0	0
NON	20	61	F	0	681	0	C	0	0	0	132	0	0
NON	38	36	M	0	716	1	C	1	1	2	681	0	0
NON	43	52	M	1	715	1	C	0	0	1	216	0	0
OUI	35	60	M	0	670	1	C	0	0	0	138	1	0
OUI	50	57	F	1	603	0	C	0	0	0	225	0	0
OUI	65	54	M	1	674	0	C	1	1	2	663	0	0
OUI	45	62	F	1	711	1	C	0	0	0	416	0	0
NON	41	38	M	1	663	0	C	0	0	0	376	0	0
NON	48	44	M	1	715	0	C	0	0	0	193	0	0
NON	60	21	F	0	729	0	C	1	1	1	331	0	0
NON	32	41	F	0	705	0	C	0	0	0	261	0	0
OUI	24	48	F	0	659	1	C	1	1	2	600	0	0
NON	51	28	F	1	701	0	C	1	1	1	408	0	0
NON	40	59	M	1	669	0	C	0	0	0	117	0	0
NON	66	23	F	1	707	1	C	0	0	0	124	0	0
NON	52	31	M	1	644	0	C	0	0	0	168	0	0
OUI	55	55	M	1	696	0	C	1	1	1	306	0	0
NON	57	37	F	1	725	0	C	0	0	0	274	0	0
NON	35	68	M	1	725	1	C	0	0	0	115	0	0
NON	31	42	M	0	736	1	C	0	0	1	180	0	0
NON	40	40	M	0	683	1	C	0	0	0	159	0	0
NON	39	42	F	0	734	0	C	0	0	0	110	0	0
NON	56	42	M	0	687	0	C	1	2	2	362	0	0
NON	70	60	F	1	731	1	C	0	0	0	117	0	0
NON	47	23	F	1	736	1	C	0	0	0	144	0	0
NON	37	29	M	0	670	0	C	0	0	0	152	0	0
NON	42	27	F	1	699	0	C	1	1	2	531	0	0
NON	69	27	M	1	673	1	C	0	0	0	152	0	0
NON	33	36	M	0	736	0	C	0	0	0	96	0	0
OUI	75	39	F	1	695	0	C	0	0	1	242	0	0
NON	41	48	M	0	755	0	C	0	0	0	236	0	0
NON	57	42	F	1	692	1	C	0	0	0	220	0	0
OUI	44	40	M	0	711	0	C	0	1	1	351	0	0
NON	19	21	M	1	622	0	C	0	0	0	117	0	0
NON	44	73	M	1	684	1	C	0	0	0	99	0	0
NON	61	37	F	1	670	0	C	0	0	0	105	0	0
OUI	20	18	F	1	642	1	C	0	0	0	248	0	0
NON	65	29	M	1	718	0	C	0	1	1	373	0	0
NON	37	47	M	0	658	1	C	0	0	0	120	0	0
NON	52	19	F	1	698	1	C	0	0	0	352	0	0
NON	29	61	M	1	713	0	C	1	1	1	304	0	0
NON	24	43	M	0	724	0	C	0	0	0	89	1	0
NON	45	58	M	1	697	1	C	0	1	1	266	0	0
NON	36	42	F	1	712	1	C	0	1	1	561	0	0
NON	49	79	F	1	738	0	C	0	0	0	213	0	0
OUI	55	52	M	1	726	1	C	0	0	0	243	0	0
NON	43	40	F	1	676	0	C	0	0	0	203	0	0
NON	46	18	M	1	690	0	C	0	0	1	400	0	0
NON	54	18	F	0	608	1	C	0	0	0	174	0	0
NON	56	32	M	1	673	0	C	0	0	0	261	0	0
NON	51	50	M	1	671	0	C	1	1	1	224	0	0
NON	58	58	M	1	666	0	C	0	0	0	263	0	0
NON	33	52	F	0	695	0	C	0	0	0	87	0	0
OUI	43	68	F	1	724	0	C	0	0	0	175	0	0
NON	41	63	M	1	718	0	C	0	0	0	124	0	0
NON	50	53	M	1	717	1	C	0	0	0	169	0	0
NON	26	25	M	0	693	0	C	1	1	1	332	0	0
NON	55	17	F	1	696	1	C	1	1	1	277	0	0
OUI	56	51	M	1	670	0	C	0	0	0	115	0	0
NON	31	37	F	0	704	0	C	0	0	0	127	0	0
NON	35	19	M	1	686	0	C	0	0	0	201	0	0
